Week,Airports,Class,Passengers
7725,SYD-BNE,Economy,11605
7732,SYD-BNE,Economy,12660
7739,SYD-BNE,Economy,12056
7746,SYD-BNE,Economy,14875
7753,SYD-BNE,Economy,13297
7760,SYD-BNE,Economy,13699
7767,SYD-BNE,Economy,13008
7774,SYD-BNE,Economy,13670
7781,SYD-BNE,Economy,14050
7788,SYD-BNE,Economy,13488
7795,SYD-BNE,Economy,14215
7802,SYD-BNE,Economy,13630
7809,SYD-BNE,Economy,13660
7816,SYD-BNE,Economy,13932
7823,SYD-BNE,Economy,16136
7830,SYD-BNE,Economy,16118
7837,SYD-BNE,Economy,15830
7844,SYD-BNE,Economy,18003
7851,SYD-BNE,Economy,19442
7858,SYD-BNE,Economy,19820
7865,SYD-BNE,Economy,18040
7872,SYD-BNE,Economy,16621
7879,SYD-BNE,Economy,17490
7886,SYD-BNE,Economy,18425
7893,SYD-BNE,Economy,18620
7900,SYD-BNE,Economy,18780
7907,SYD-BNE,Economy,19590
7914,SYD-BNE,Economy,19965
7921,SYD-BNE,Economy,20675
7928,SYD-BNE,Economy,21004
7935,SYD-BNE,Economy,22770
7942,SYD-BNE,Economy,22335
7949,SYD-BNE,Economy,21700
7956,SYD-BNE,Economy,19867
7963,SYD-BNE,Economy,18561
7970,SYD-BNE,Economy,18511
7977,SYD-BNE,Economy,20316
7984,SYD-BNE,Economy,19699
7991,SYD-BNE,Economy,20163
7998,SYD-BNE,Economy,17344
8005,SYD-BNE,Economy,16967
8012,SYD-BNE,Economy,19076
8019,SYD-BNE,Economy,22248
8026,SYD-BNE,Economy,21741
8033,SYD-BNE,Economy,21103
8040,SYD-BNE,Economy,19486
8047,SYD-BNE,Economy,18503
8054,SYD-BNE,Economy,16502
8061,SYD-BNE,Economy,15414
8068,SYD-BNE,Economy,17317
8075,SYD-BNE,Economy,16995
8082,SYD-BNE,Economy,16099
8089,SYD-BNE,Economy,15234
8096,SYD-BNE,Economy,15236
8103,SYD-BNE,Economy,15406
8110,SYD-BNE,Economy,12665
8117,SYD-BNE,Economy,12038
8124,SYD-BNE,Economy,12566
8131,SYD-BNE,Economy,15869
8138,SYD-BNE,Economy,15399
8145,SYD-BNE,Economy,12437
8152,SYD-BNE,Economy,11981
8159,SYD-BNE,Economy,12006
8166,SYD-BNE,Economy,13315
8173,SYD-BNE,Economy,12415
8180,SYD-BNE,Economy,14444
8187,SYD-BNE,Economy,14109
8194,SYD-BNE,Economy,15411
8201,SYD-BNE,Economy,16466
8208,SYD-BNE,Economy,18798
8215,SYD-BNE,Economy,17499
8222,SYD-BNE,Economy,20474
8229,SYD-BNE,Economy,18394
8236,SYD-BNE,Economy,17462
8243,SYD-BNE,Economy,16751
8250,SYD-BNE,Economy,17471
8257,SYD-BNE,Economy,18263
8264,SYD-BNE,Economy,18162
8271,SYD-BNE,Economy,17316
8278,SYD-BNE,Economy,18107
8285,SYD-BNE,Economy,19876
8292,SYD-BNE,Economy,19745
8299,SYD-BNE,Economy,20766
8306,SYD-BNE,Economy,19809
8313,SYD-BNE,Economy,17856
8320,SYD-BNE,Economy,17311
8327,SYD-BNE,Economy,17674
8334,SYD-BNE,Economy,16481
8341,SYD-BNE,Economy,16375
8348,SYD-BNE,Economy,16906
8355,SYD-BNE,Economy,17649
6381,SYD-BNE,First,993
6388,SYD-BNE,First,945
6395,SYD-BNE,First,1043
6402,SYD-BNE,First,1091
6409,SYD-BNE,First,1054
6416,SYD-BNE,First,1190
6423,SYD-BNE,First,1010
6430,SYD-BNE,First,1112
6437,SYD-BNE,First,1162
6444,SYD-BNE,First,1032
6451,SYD-BNE,First,1006
6458,SYD-BNE,First,1219
6472,SYD-BNE,First,1102
6479,SYD-BNE,First,1075
6486,SYD-BNE,First,1067
6493,SYD-BNE,First,985
6500,SYD-BNE,First,1166
6507,SYD-BNE,First,1032
6514,SYD-BNE,First,1163
6521,SYD-BNE,First,1222
6528,SYD-BNE,First,1217
6535,SYD-BNE,First,1131
6542,SYD-BNE,First,1170
6549,SYD-BNE,First,952
6556,SYD-BNE,First,522
6563,SYD-BNE,First,395
6570,SYD-BNE,First,626
6577,SYD-BNE,First,737
6584,SYD-BNE,First,841
6591,SYD-BNE,First,935
6598,SYD-BNE,First,1074
6605,SYD-BNE,First,1202
6612,SYD-BNE,First,1231
6619,SYD-BNE,First,1278
6626,SYD-BNE,First,1138
6633,SYD-BNE,First,1023
6640,SYD-BNE,First,1193
6647,SYD-BNE,First,1251
6654,SYD-BNE,First,807
6661,SYD-BNE,First,738
6668,SYD-BNE,First,1140
6675,SYD-BNE,First,1313
6682,SYD-BNE,First,1277
6689,SYD-BNE,First,1510
6696,SYD-BNE,First,1441
6703,SYD-BNE,First,1380
6710,SYD-BNE,First,1381
6717,SYD-BNE,First,1269
6724,SYD-BNE,First,1371
6731,SYD-BNE,First,1191
6738,SYD-BNE,First,1285
6745,SYD-BNE,First,1484
6752,SYD-BNE,First,1437
6759,SYD-BNE,First,1480
6766,SYD-BNE,First,1501
6773,SYD-BNE,First,1314
6780,SYD-BNE,First,1258
6787,SYD-BNE,First,1095
6794,SYD-BNE,First,1273
6801,SYD-BNE,First,1353
6808,SYD-BNE,First,1447
6815,SYD-BNE,First,1307
6822,SYD-BNE,First,1457
6829,SYD-BNE,First,1339
6836,SYD-BNE,First,1444
6843,SYD-BNE,First,1007
6850,SYD-BNE,First,1220
6857,SYD-BNE,First,1030
6864,SYD-BNE,First,1283
6871,SYD-BNE,First,1152
6878,SYD-BNE,First,1211
6885,SYD-BNE,First,1262
6892,SYD-BNE,First,1279
6899,SYD-BNE,First,1210
6906,SYD-BNE,First,1198
6913,SYD-BNE,First,1095
6920,SYD-BNE,First,869
6927,SYD-BNE,First,466
6934,SYD-BNE,First,550
6941,SYD-BNE,First,679
6948,SYD-BNE,First,872
6955,SYD-BNE,First,890
6962,SYD-BNE,First,914
6969,SYD-BNE,First,1254
6976,SYD-BNE,First,1248
6983,SYD-BNE,First,1156
6990,SYD-BNE,First,1154
6997,SYD-BNE,First,1172
7004,SYD-BNE,First,1327
7011,SYD-BNE,First,1025
7018,SYD-BNE,First,860
7025,SYD-BNE,First,1002
7032,SYD-BNE,First,1023
7039,SYD-BNE,First,1241
7046,SYD-BNE,First,993
7053,SYD-BNE,First,1151
7060,SYD-BNE,First,1098
7067,SYD-BNE,First,1141
7074,SYD-BNE,First,1077
7081,SYD-BNE,First,1000
7088,SYD-BNE,First,1205
7095,SYD-BNE,First,956
7102,SYD-BNE,First,1063
7109,SYD-BNE,First,1042
7116,SYD-BNE,First,949
7123,SYD-BNE,First,1048
7130,SYD-BNE,First,976
7137,SYD-BNE,First,941
7144,SYD-BNE,First,851
7151,SYD-BNE,First,1008
7158,SYD-BNE,First,798
7165,SYD-BNE,First,254
7172,SYD-BNE,First,0
7179,SYD-BNE,First,0
7186,SYD-BNE,First,0
7193,SYD-BNE,First,0
7200,SYD-BNE,First,0
7207,SYD-BNE,First,0
7214,SYD-BNE,First,0
7221,SYD-BNE,First,20
7228,SYD-BNE,First,5
7235,SYD-BNE,First,151
7242,SYD-BNE,First,246
7249,SYD-BNE,First,234
7256,SYD-BNE,First,244
7263,SYD-BNE,First,312
7270,SYD-BNE,First,267
7277,SYD-BNE,First,272
7284,SYD-BNE,First,414
7291,SYD-BNE,First,172
7298,SYD-BNE,First,259
7305,SYD-BNE,First,314
7312,SYD-BNE,First,428
7319,SYD-BNE,First,558
7326,SYD-BNE,First,498
7333,SYD-BNE,First,683
7340,SYD-BNE,First,678
7347,SYD-BNE,First,729
7354,SYD-BNE,First,673
7361,SYD-BNE,First,726
7368,SYD-BNE,First,637
7375,SYD-BNE,First,675
7382,SYD-BNE,First,651
7389,SYD-BNE,First,757
7396,SYD-BNE,First,598
7403,SYD-BNE,First,600
7410,SYD-BNE,First,644
7417,SYD-BNE,First,732
7424,SYD-BNE,First,671
7431,SYD-BNE,First,650
7438,SYD-BNE,First,644
7445,SYD-BNE,First,660
7452,SYD-BNE,First,647
7459,SYD-BNE,First,636
7466,SYD-BNE,First,716
7473,SYD-BNE,First,723
7480,SYD-BNE,First,672
7487,SYD-BNE,First,582
7494,SYD-BNE,First,656
7501,SYD-BNE,First,672
7508,SYD-BNE,First,586
7515,SYD-BNE,First,603
7522,SYD-BNE,First,628
7529,SYD-BNE,First,661
7536,SYD-BNE,First,651
7543,SYD-BNE,First,634
7550,SYD-BNE,First,584
7557,SYD-BNE,First,702
7564,SYD-BNE,First,580
7571,SYD-BNE,First,590
7578,SYD-BNE,First,755
7585,SYD-BNE,First,635
7592,SYD-BNE,First,757
7599,SYD-BNE,First,590
7606,SYD-BNE,First,551
7613,SYD-BNE,First,610
7620,SYD-BNE,First,684
7627,SYD-BNE,First,690
7634,SYD-BNE,First,530
7641,SYD-BNE,First,648
7648,SYD-BNE,First,505
7655,SYD-BNE,First,189
7662,SYD-BNE,First,201
7669,SYD-BNE,First,295
7676,SYD-BNE,First,409
7683,SYD-BNE,First,408
7690,SYD-BNE,First,317
7697,SYD-BNE,First,489
7704,SYD-BNE,First,428
7711,SYD-BNE,First,497
7718,SYD-BNE,First,453
7725,SYD-BNE,First,423
7732,SYD-BNE,First,461
7739,SYD-BNE,First,455
7746,SYD-BNE,First,400
7753,SYD-BNE,First,339
7760,SYD-BNE,First,422
7767,SYD-BNE,First,382
7774,SYD-BNE,First,401
7781,SYD-BNE,First,467
7788,SYD-BNE,First,397
7795,SYD-BNE,First,372
7802,SYD-BNE,First,444
7809,SYD-BNE,First,416
7816,SYD-BNE,First,379
7823,SYD-BNE,First,499
7830,SYD-BNE,First,465
7837,SYD-BNE,First,458
7844,SYD-BNE,First,468
7851,SYD-BNE,First,448
7858,SYD-BNE,First,422
7865,SYD-BNE,First,534
7872,SYD-BNE,First,362
7879,SYD-BNE,First,425
7886,SYD-BNE,First,343
7893,SYD-BNE,First,458
7900,SYD-BNE,First,462
7907,SYD-BNE,First,447
7914,SYD-BNE,First,343
7921,SYD-BNE,First,459
7928,SYD-BNE,First,546
7935,SYD-BNE,First,517
7942,SYD-BNE,First,464
7949,SYD-BNE,First,423
7956,SYD-BNE,First,402
7963,SYD-BNE,First,398
7970,SYD-BNE,First,376
7977,SYD-BNE,First,470
7984,SYD-BNE,First,458
7991,SYD-BNE,First,407
7998,SYD-BNE,First,356
8005,SYD-BNE,First,419
8012,SYD-BNE,First,407
8019,SYD-BNE,First,233
8026,SYD-BNE,First,263
8033,SYD-BNE,First,261
8040,SYD-BNE,First,261
8047,SYD-BNE,First,232
8054,SYD-BNE,First,326
8061,SYD-BNE,First,608
8068,SYD-BNE,First,920
8075,SYD-BNE,First,929
8082,SYD-BNE,First,859
8089,SYD-BNE,First,925
8096,SYD-BNE,First,899
8103,SYD-BNE,First,967
8110,SYD-BNE,First,1119
8117,SYD-BNE,First,929
8124,SYD-BNE,First,924
8131,SYD-BNE,First,886
8138,SYD-BNE,First,841
8145,SYD-BNE,First,906
8152,SYD-BNE,First,915
8159,SYD-BNE,First,894
8166,SYD-BNE,First,947
8173,SYD-BNE,First,820
8180,SYD-BNE,First,879
8187,SYD-BNE,First,724
8194,SYD-BNE,First,794
8201,SYD-BNE,First,709
8208,SYD-BNE,First,711
8215,SYD-BNE,First,685
8222,SYD-BNE,First,658
8229,SYD-BNE,First,615
8236,SYD-BNE,First,619
8243,SYD-BNE,First,608
8250,SYD-BNE,First,585
8257,SYD-BNE,First,672
8264,SYD-BNE,First,719
8271,SYD-BNE,First,710
8278,SYD-BNE,First,707
8285,SYD-BNE,First,762
8292,SYD-BNE,First,663
8299,SYD-BNE,First,715
8306,SYD-BNE,First,675
8313,SYD-BNE,First,667
8320,SYD-BNE,First,748
8327,SYD-BNE,First,736
8334,SYD-BNE,First,605
8341,SYD-BNE,First,719
8348,SYD-BNE,First,694
8355,SYD-BNE,First,773
7130,SYD-OOL,Business,136
7137,SYD-OOL,Business,166
7144,SYD-OOL,Business,150
7151,SYD-OOL,Business,220
7158,SYD-OOL,Business,197
7165,SYD-OOL,Business,95
7172,SYD-OOL,Business,0
7179,SYD-OOL,Business,0
7186,SYD-OOL,Business,0
7193,SYD-OOL,Business,0
7200,SYD-OOL,Business,0
7207,SYD-OOL,Business,0
7214,SYD-OOL,Business,0
7221,SYD-OOL,Business,0
7228,SYD-OOL,Business,0
7235,SYD-OOL,Business,19
7242,SYD-OOL,Business,0
7249,SYD-OOL,Business,5
7256,SYD-OOL,Business,10
7263,SYD-OOL,Business,10
7270,SYD-OOL,Business,27
7277,SYD-OOL,Business,39
7284,SYD-OOL,Business,42
7291,SYD-OOL,Business,73
7298,SYD-OOL,Business,38
7305,SYD-OOL,Business,18
7312,SYD-OOL,Business,94
7319,SYD-OOL,Business,118
7326,SYD-OOL,Business,101
7333,SYD-OOL,Business,158
7340,SYD-OOL,Business,158
7347,SYD-OOL,Business,165
7354,SYD-OOL,Business,163
7361,SYD-OOL,Business,156
7368,SYD-OOL,Business,127
7375,SYD-OOL,Business,141
7382,SYD-OOL,Business,123
7389,SYD-OOL,Business,113
7396,SYD-OOL,Business,201
7403,SYD-OOL,Business,228
7410,SYD-OOL,Business,151
7417,SYD-OOL,Business,258
7424,SYD-OOL,Business,205
7431,SYD-OOL,Business,175
7438,SYD-OOL,Business,149
7445,SYD-OOL,Business,105
7452,SYD-OOL,Business,212
7459,SYD-OOL,Business,155
7466,SYD-OOL,Business,146
7473,SYD-OOL,Business,88
7480,SYD-OOL,Business,134
7487,SYD-OOL,Business,221
7494,SYD-OOL,Business,180
7501,SYD-OOL,Business,146
7508,SYD-OOL,Business,159
7515,SYD-OOL,Business,115
7522,SYD-OOL,Business,183
7529,SYD-OOL,Business,137
7536,SYD-OOL,Business,211
7543,SYD-OOL,Business,206
7550,SYD-OOL,Business,161
7557,SYD-OOL,Business,172
7564,SYD-OOL,Business,188
7571,SYD-OOL,Business,240
7578,SYD-OOL,Business,239
7585,SYD-OOL,Business,214
7592,SYD-OOL,Business,182
7599,SYD-OOL,Business,157
7606,SYD-OOL,Business,248
7613,SYD-OOL,Business,184
7620,SYD-OOL,Business,183
7627,SYD-OOL,Business,194
7634,SYD-OOL,Business,117
7641,SYD-OOL,Business,191
7648,SYD-OOL,Business,135
7655,SYD-OOL,Business,126
7662,SYD-OOL,Business,222
7669,SYD-OOL,Business,159
7676,SYD-OOL,Business,181
7683,SYD-OOL,Business,146
7690,SYD-OOL,Business,98
7697,SYD-OOL,Business,103
7704,SYD-OOL,Business,123
7711,SYD-OOL,Business,125
7718,SYD-OOL,Business,110
7725,SYD-OOL,Business,106
7732,SYD-OOL,Business,161
7739,SYD-OOL,Business,197
7746,SYD-OOL,Business,201
7753,SYD-OOL,Business,134
7760,SYD-OOL,Business,170
7767,SYD-OOL,Business,135
7774,SYD-OOL,Business,157
7781,SYD-OOL,Business,210
7788,SYD-OOL,Business,122
7795,SYD-OOL,Business,144
7802,SYD-OOL,Business,140
7809,SYD-OOL,Business,119
7816,SYD-OOL,Business,163
7823,SYD-OOL,Business,135
7830,SYD-OOL,Business,144
7837,SYD-OOL,Business,92
7844,SYD-OOL,Business,101
7851,SYD-OOL,Business,93
7858,SYD-OOL,Business,164
7865,SYD-OOL,Business,142
7872,SYD-OOL,Business,115
7879,SYD-OOL,Business,111
7886,SYD-OOL,Business,129
7893,SYD-OOL,Business,96
7900,SYD-OOL,Business,74
7907,SYD-OOL,Business,123
7914,SYD-OOL,Business,100
7921,SYD-OOL,Business,75
7928,SYD-OOL,Business,122
7935,SYD-OOL,Business,144
7942,SYD-OOL,Business,126
7949,SYD-OOL,Business,156
7956,SYD-OOL,Business,107
7963,SYD-OOL,Business,138
7970,SYD-OOL,Business,120
7977,SYD-OOL,Business,164
7984,SYD-OOL,Business,134
7991,SYD-OOL,Business,112
7998,SYD-OOL,Business,97
8005,SYD-OOL,Business,100
8012,SYD-OOL,Business,104
8019,SYD-OOL,Business,59
8026,SYD-OOL,Business,155
8033,SYD-OOL,Business,85
8040,SYD-OOL,Business,93
8047,SYD-OOL,Business,86
8054,SYD-OOL,Business,83
8061,SYD-OOL,Business,82
8068,SYD-OOL,Business,97
8075,SYD-OOL,Business,89
8082,SYD-OOL,Business,136
8089,SYD-OOL,Business,105
8096,SYD-OOL,Business,84
8103,SYD-OOL,Business,253
8110,SYD-OOL,Business,655
8117,SYD-OOL,Business,399
8124,SYD-OOL,Business,555
8131,SYD-OOL,Business,636
8138,SYD-OOL,Business,630
8145,SYD-OOL,Business,527
8152,SYD-OOL,Business,386
8159,SYD-OOL,Business,622
8166,SYD-OOL,Business,487
8173,SYD-OOL,Business,437
8180,SYD-OOL,Business,419
8187,SYD-OOL,Business,463
8194,SYD-OOL,Business,295
8201,SYD-OOL,Business,240
8208,SYD-OOL,Business,255
8215,SYD-OOL,Business,355
8222,SYD-OOL,Business,343
8229,SYD-OOL,Business,270
8236,SYD-OOL,Business,233
8243,SYD-OOL,Business,186
8250,SYD-OOL,Business,255
8257,SYD-OOL,Business,266
8264,SYD-OOL,Business,280
8271,SYD-OOL,Business,231
8278,SYD-OOL,Business,200
8285,SYD-OOL,Business,293
8292,SYD-OOL,Business,235
8299,SYD-OOL,Business,318
8306,SYD-OOL,Business,359
8313,SYD-OOL,Business,269
8320,SYD-OOL,Business,167
8327,SYD-OOL,Business,251
8334,SYD-OOL,Business,234
8341,SYD-OOL,Business,259
8348,SYD-OOL,Business,339
8355,SYD-OOL,Business,309
6381,SYD-OOL,Economy,3013
6388,SYD-OOL,Economy,3431
6395,SYD-OOL,Economy,3606
6402,SYD-OOL,Economy,2740
6409,SYD-OOL,Economy,2491
6416,SYD-OOL,Economy,2725
6423,SYD-OOL,Economy,3205
6430,SYD-OOL,Economy,3417
6437,SYD-OOL,Economy,4042
6444,SYD-OOL,Economy,3287
6451,SYD-OOL,Economy,3680
6458,SYD-OOL,Economy,3912
6472,SYD-OOL,Economy,4858
6479,SYD-OOL,Economy,5451
6486,SYD-OOL,Economy,4290
6493,SYD-OOL,Economy,4184
6500,SYD-OOL,Economy,4039
6507,SYD-OOL,Economy,4036
6514,SYD-OOL,Economy,3885
6521,SYD-OOL,Economy,3747
6528,SYD-OOL,Economy,3386
6535,SYD-OOL,Economy,3649
6542,SYD-OOL,Economy,3452
6549,SYD-OOL,Economy,3508
6556,SYD-OOL,Economy,4595
6563,SYD-OOL,Economy,5754
6570,SYD-OOL,Economy,6345
6577,SYD-OOL,Economy,5739
6584,SYD-OOL,Economy,5095
6591,SYD-OOL,Economy,4631
6598,SYD-OOL,Economy,3967
6605,SYD-OOL,Economy,3692
6612,SYD-OOL,Economy,4381
6619,SYD-OOL,Economy,3936
6626,SYD-OOL,Economy,3531
6633,SYD-OOL,Economy,3500
6640,SYD-OOL,Economy,3553
6647,SYD-OOL,Economy,3661
6654,SYD-OOL,Economy,5242
6661,SYD-OOL,Economy,4884
6668,SYD-OOL,Economy,3526
6675,SYD-OOL,Economy,3346
6682,SYD-OOL,Economy,3323
6689,SYD-OOL,Economy,3789
6696,SYD-OOL,Economy,3651
6703,SYD-OOL,Economy,4036
6710,SYD-OOL,Economy,3750
6717,SYD-OOL,Economy,3732
6724,SYD-OOL,Economy,3896
6731,SYD-OOL,Economy,4397
6738,SYD-OOL,Economy,4363
6745,SYD-OOL,Economy,4764
6752,SYD-OOL,Economy,5610
6759,SYD-OOL,Economy,5172
6766,SYD-OOL,Economy,4679
6773,SYD-OOL,Economy,4344
6780,SYD-OOL,Economy,4347
6787,SYD-OOL,Economy,4875
6794,SYD-OOL,Economy,4720
6801,SYD-OOL,Economy,5060
6808,SYD-OOL,Economy,4673
6815,SYD-OOL,Economy,4740
6822,SYD-OOL,Economy,5335
6829,SYD-OOL,Economy,5848
6836,SYD-OOL,Economy,6496
6843,SYD-OOL,Economy,5356
6850,SYD-OOL,Economy,5380
6857,SYD-OOL,Economy,4798
6864,SYD-OOL,Economy,4647
6871,SYD-OOL,Economy,4280
6878,SYD-OOL,Economy,4471
6885,SYD-OOL,Economy,4269
6892,SYD-OOL,Economy,4266
6899,SYD-OOL,Economy,4176
6906,SYD-OOL,Economy,3963
6913,SYD-OOL,Economy,4193
6920,SYD-OOL,Economy,4101
6927,SYD-OOL,Economy,5803
6934,SYD-OOL,Economy,6220
6941,SYD-OOL,Economy,5248
6948,SYD-OOL,Economy,4711
6955,SYD-OOL,Economy,4345
6962,SYD-OOL,Economy,3621
6969,SYD-OOL,Economy,4537
6976,SYD-OOL,Economy,4351
6983,SYD-OOL,Economy,3806
6990,SYD-OOL,Economy,4036
6997,SYD-OOL,Economy,3571
7004,SYD-OOL,Economy,3706
7011,SYD-OOL,Economy,5322
7018,SYD-OOL,Economy,5160
7025,SYD-OOL,Economy,3917
7032,SYD-OOL,Economy,3343
7039,SYD-OOL,Economy,2551
7046,SYD-OOL,Economy,3512
7053,SYD-OOL,Economy,3691
7060,SYD-OOL,Economy,2821
7067,SYD-OOL,Economy,3116
7074,SYD-OOL,Economy,3057
7081,SYD-OOL,Economy,2594
7088,SYD-OOL,Economy,3110
7095,SYD-OOL,Economy,3631
7102,SYD-OOL,Economy,3501
7109,SYD-OOL,Economy,3172
7116,SYD-OOL,Economy,3921
7123,SYD-OOL,Economy,3379
7130,SYD-OOL,Economy,2909
7137,SYD-OOL,Economy,2855
7144,SYD-OOL,Economy,3085
7151,SYD-OOL,Economy,3175
7158,SYD-OOL,Economy,2773
7165,SYD-OOL,Economy,1353
7172,SYD-OOL,Economy,0
7179,SYD-OOL,Economy,0
7186,SYD-OOL,Economy,0
7193,SYD-OOL,Economy,0
7200,SYD-OOL,Economy,0
7207,SYD-OOL,Economy,0
7214,SYD-OOL,Economy,0
7221,SYD-OOL,Economy,0
7228,SYD-OOL,Economy,0
7235,SYD-OOL,Economy,324
7242,SYD-OOL,Economy,0
7249,SYD-OOL,Economy,263
7256,SYD-OOL,Economy,680
7263,SYD-OOL,Economy,1282
7270,SYD-OOL,Economy,2093
7277,SYD-OOL,Economy,2293
7284,SYD-OOL,Economy,2533
7291,SYD-OOL,Economy,3207
7298,SYD-OOL,Economy,4692
7305,SYD-OOL,Economy,4739
7312,SYD-OOL,Economy,3841
7319,SYD-OOL,Economy,3752
7326,SYD-OOL,Economy,3728
7333,SYD-OOL,Economy,2956
7340,SYD-OOL,Economy,3146
7347,SYD-OOL,Economy,3085
7354,SYD-OOL,Economy,2808
7361,SYD-OOL,Economy,2458
7368,SYD-OOL,Economy,2343
7375,SYD-OOL,Economy,2364
7382,SYD-OOL,Economy,2391
7389,SYD-OOL,Economy,2786
7396,SYD-OOL,Economy,4388
7403,SYD-OOL,Economy,5270
7410,SYD-OOL,Economy,3519
7417,SYD-OOL,Economy,3716
7424,SYD-OOL,Economy,3101
7431,SYD-OOL,Economy,2970
7438,SYD-OOL,Economy,2802
7445,SYD-OOL,Economy,2523
7452,SYD-OOL,Economy,3280
7459,SYD-OOL,Economy,3176
7466,SYD-OOL,Economy,2738
7473,SYD-OOL,Economy,2849
7480,SYD-OOL,Economy,2942
7487,SYD-OOL,Economy,3477
7494,SYD-OOL,Economy,3509
7501,SYD-OOL,Economy,2476
7508,SYD-OOL,Economy,2637
7515,SYD-OOL,Economy,2603
7522,SYD-OOL,Economy,2869
7529,SYD-OOL,Economy,2621
7536,SYD-OOL,Economy,3040
7543,SYD-OOL,Economy,3295
7550,SYD-OOL,Economy,3685
7557,SYD-OOL,Economy,5005
7564,SYD-OOL,Economy,4622
7571,SYD-OOL,Economy,5115
7578,SYD-OOL,Economy,4005
7585,SYD-OOL,Economy,3994
7592,SYD-OOL,Economy,3696
7599,SYD-OOL,Economy,3634
7606,SYD-OOL,Economy,3402
7613,SYD-OOL,Economy,3672
7620,SYD-OOL,Economy,3462
7627,SYD-OOL,Economy,3589
7634,SYD-OOL,Economy,3931
7641,SYD-OOL,Economy,3932
7648,SYD-OOL,Economy,4540
7655,SYD-OOL,Economy,5962
7662,SYD-OOL,Economy,6091
7669,SYD-OOL,Economy,5732
7676,SYD-OOL,Economy,5320
7683,SYD-OOL,Economy,4778
7690,SYD-OOL,Economy,4051
7697,SYD-OOL,Economy,3421
7704,SYD-OOL,Economy,3207
7711,SYD-OOL,Economy,3468
7718,SYD-OOL,Economy,2929
7725,SYD-OOL,Economy,3060
7732,SYD-OOL,Economy,3383
7739,SYD-OOL,Economy,3574
7746,SYD-OOL,Economy,4369
7753,SYD-OOL,Economy,3517
7760,SYD-OOL,Economy,2782
7767,SYD-OOL,Economy,2776
7774,SYD-OOL,Economy,3206
7781,SYD-OOL,Economy,2968
7788,SYD-OOL,Economy,2884
7795,SYD-OOL,Economy,2845
7802,SYD-OOL,Economy,2854
7809,SYD-OOL,Economy,2657
7816,SYD-OOL,Economy,3077
7823,SYD-OOL,Economy,3673
7830,SYD-OOL,Economy,3491
7837,SYD-OOL,Economy,3696
7844,SYD-OOL,Economy,4378
7851,SYD-OOL,Economy,4591
7858,SYD-OOL,Economy,4353
7865,SYD-OOL,Economy,3770
7872,SYD-OOL,Economy,3401
7879,SYD-OOL,Economy,3347
7886,SYD-OOL,Economy,3923
7893,SYD-OOL,Economy,3903
7900,SYD-OOL,Economy,4597
7907,SYD-OOL,Economy,4916
7914,SYD-OOL,Economy,4331
7921,SYD-OOL,Economy,4018
7928,SYD-OOL,Economy,5672
7935,SYD-OOL,Economy,5471
7942,SYD-OOL,Economy,6145
7949,SYD-OOL,Economy,5860
7956,SYD-OOL,Economy,5241
7963,SYD-OOL,Economy,4923
7970,SYD-OOL,Economy,5118
7977,SYD-OOL,Economy,5145
7984,SYD-OOL,Economy,5259
7991,SYD-OOL,Economy,5681
7998,SYD-OOL,Economy,5756
8005,SYD-OOL,Economy,5737
8012,SYD-OOL,Economy,6104
8019,SYD-OOL,Economy,7120
8026,SYD-OOL,Economy,7573
8033,SYD-OOL,Economy,6971
8040,SYD-OOL,Economy,5679
8047,SYD-OOL,Economy,5521
8054,SYD-OOL,Economy,4052
8061,SYD-OOL,Economy,4649
8068,SYD-OOL,Economy,4246
8075,SYD-OOL,Economy,3930
8082,SYD-OOL,Economy,3952
8089,SYD-OOL,Economy,3714
8096,SYD-OOL,Economy,3816
8103,SYD-OOL,Economy,3868
8110,SYD-OOL,Economy,3738
8117,SYD-OOL,Economy,3158
8124,SYD-OOL,Economy,4147
8131,SYD-OOL,Economy,4595
8138,SYD-OOL,Economy,4061
8145,SYD-OOL,Economy,3734
8152,SYD-OOL,Economy,3646
8159,SYD-OOL,Economy,4760
8166,SYD-OOL,Economy,4444
8173,SYD-OOL,Economy,4027
8180,SYD-OOL,Economy,4088
8187,SYD-OOL,Economy,4360
8194,SYD-OOL,Economy,4121
8201,SYD-OOL,Economy,4776
8208,SYD-OOL,Economy,4914
8215,SYD-OOL,Economy,5383
8222,SYD-OOL,Economy,5556
8229,SYD-OOL,Economy,5454
8236,SYD-OOL,Economy,4563
8243,SYD-OOL,Economy,4986
8250,SYD-OOL,Economy,5054
8257,SYD-OOL,Economy,5171
8264,SYD-OOL,Economy,5874
8271,SYD-OOL,Economy,5282
8278,SYD-OOL,Economy,5519
8285,SYD-OOL,Economy,6086
8292,SYD-OOL,Economy,5824
8299,SYD-OOL,Economy,6960
8306,SYD-OOL,Economy,6817
8313,SYD-OOL,Economy,6001
8320,SYD-OOL,Economy,4733
8327,SYD-OOL,Economy,5740
8334,SYD-OOL,Economy,5844
8341,SYD-OOL,Economy,6155
8348,SYD-OOL,Economy,5926
8355,SYD-OOL,Economy,6334
6381,SYD-OOL,First,163
6388,SYD-OOL,First,159
6395,SYD-OOL,First,181
6402,SYD-OOL,First,163
6409,SYD-OOL,First,106
6416,SYD-OOL,First,137
6423,SYD-OOL,First,192
6430,SYD-OOL,First,168
6437,SYD-OOL,First,203
6444,SYD-OOL,First,176
