"CapShape","CapSurface","CapColor","Bruises","Odor","GillAttachment","GillSpacing","GillSize","GillColor","StalkShape","StalkRoot","StalkSurfaceAboveRing","StalkSurfaceBelowRing","StalkColorAboveRing","StalkColorBelowRing","VeilType","VeilColor","RingNumber","RingType","SporePrintColor","Population","Habitat","Class"
"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","smooth","gray","False","none","free","crowded","broad","white","enlarging","Missing[]","silky","smooth","white","white","partial","white",2,"pendant","white","numerous","grasses","edible"
"knobbed","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"bell","smooth","brown","False","none","attached","close","broad","brown","enlarging","Missing[]","smooth","smooth","orange","orange","partial","orange",1,"pendant","orange","clustered","leaves","edible"
"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","scaly","brown","False","musty","free","close","broad","white","enlarging","club","silky","scaly","cinnamon","cinnamon","partial","white",0,"none","white","clustered","woods","poisonous"
"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"knobbed","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","smooth","white","False","none","free","crowded","broad","gray","enlarging","Missing[]","silky","silky","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","fibrous","gray","False","none","free","crowded","broad","white","enlarging","Missing[]","silky","silky","white","white","partial","white",2,"pendant","white","numerous","grasses","edible"
"convex","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","scaly","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","brown","False","none","attached","close","broad","brown","enlarging","Missing[]","smooth","smooth","orange","orange","partial","orange",1,"pendant","yellow","several","leaves","edible"
"knobbed","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"knobbed","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","scaly","cinnamon","True","none","free","close","broad","white","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","white","solitary","paths","edible"
"bell","smooth","brown","False","none","attached","close","broad","brown","enlarging","Missing[]","smooth","smooth","orange","orange","partial","brown",1,"pendant","yellow","clustered","leaves","edible"
"knobbed","smooth","gray","False","none","free","crowded","broad","white","enlarging","Missing[]","smooth","silky","white","white","partial","white",2,"pendant","white","numerous","grasses","edible"
"convex","fibrous","gray","False","none","free","crowded","broad","gray","enlarging","Missing[]","smooth","silky","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","brown","False","none","attached","close","broad","orange","enlarging","Missing[]","smooth","smooth","orange","orange","partial","brown",1,"pendant","orange","clustered","leaves","edible"
"knobbed","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"bell","scaly","yellow","False","none","free","crowded","narrow","yellow","enlarging","club","scaly","scaly","yellow","yellow","partial","yellow",1,"evanescent","white","clustered","leaves","poisonous"
"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"bell","smooth","gray","False","none","free","crowded","broad","gray","enlarging","Missing[]","silky","silky","white","white","partial","white",2,"pendant","white","numerous","grasses","edible"
"knobbed","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","fibrous","gray","False","none","free","crowded","broad","white","enlarging","Missing[]","smooth","silky","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"knobbed","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"bell","fibrous","gray","False","none","free","crowded","broad","pink","enlarging","Missing[]","silky","silky","white","white","partial","white",2,"pendant","white","numerous","grasses","edible"
"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","smooth","brown","False","none","attached","close","broad","orange","enlarging","Missing[]","smooth","smooth","orange","orange","partial","brown",1,"pendant","brown","clustered","leaves","edible"
"convex","scaly","pink","True","none","free","close","broad","white","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","white","solitary","paths","edible"
"flat","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"bell","smooth","white","False","none","free","crowded","broad","white","enlarging","Missing[]","smooth","silky","white","white","partial","white",2,"pendant","white","numerous","grasses","edible"
"convex","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"flat","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"knobbed","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","fibrous","white","False","none","free","crowded","broad","pink","enlarging","Missing[]","smooth","smooth","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"bell","smooth","white","False","none","free","crowded","broad","pink","enlarging","Missing[]","smooth","smooth","white","white","partial","white",2,"pendant","white","numerous","grasses","edible"
"knobbed","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","brown","True","none","free","close","broad","white","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","white","several","paths","edible"
"knobbed","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","red","False","musty","attached","close","broad","white","enlarging","club","silky","scaly","cinnamon","cinnamon","partial","white",0,"none","white","clustered","woods","poisonous"
"convex","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"knobbed","smooth","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"knobbed","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","fibrous","white","False","none","free","crowded","broad","white","enlarging","Missing[]","smooth","smooth","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"knobbed","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"knobbed","scaly","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"knobbed","fibrous","white","False","none","free","crowded","broad","gray","enlarging","Missing[]","smooth","smooth","white","white","partial","white",2,"pendant","white","scattered","grasses","edible"
"knobbed","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","scaly","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"knobbed","smooth","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"knobbed","smooth","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","smooth","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","scaly","red","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"flat","smooth","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"bell","smooth","brown","False","none","free","close","broad","white","enlarging","bulbous","scaly","scaly","brown","brown","partial","white",2,"pendant","white","solitary","woods","edible"
"flat","smooth","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"knobbed","scaly","red","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","pink","white","partial","white",1,"evanescent","white","several","woods","poisonous"
